actors,country,director,genre,grade,introduce,keywords,language,length,name,up_date 
"西蒙·佩吉,凯特·阿什菲尔德,尼克·弗罗斯特,露茜·戴维斯,迪兰·莫兰",英国,埃德加·赖特,"
                   喜剧         / 恐怖        ",7.9,A man's uneventful life is disrupted by the zombie apocalypse.,"僵尸启示录,酒吧,英国恐怖,僵尸,食肉僵尸","
          英语        ",99分钟,"
        僵尸肖恩,Shaun of the Dead ",(2004)
"艾伦·佩吉,迈克尔·塞拉,詹妮弗·加纳,杰森·贝特曼,艾莉森·珍妮",美国,贾森·雷特曼,"
                   喜剧         / 剧情        ",7.4,"Faced with an unplanned pregnancy, an offbeat young woman makes an unusual decision regarding her unborn child.","怀孕,少女妈妈,怀孕少女,少女怀孕,收养","
          英语        ",96分钟,"
        朱诺,Juno ",(2007)
"约翰·古德曼,比利·克里斯托,Mary Gibbs,史蒂夫·布西密,詹姆斯·柯本",美国,彼特·道格特,"
                   冒险        / 动画        / 喜剧         / 家庭        / 奇幻片        ",8,"In order to power the city, monsters have to scare children so that they scream. However, the children are toxic to the monsters, and after a child gets through, 2 monsters realize things may not be what they think.","原故事,怪物,种间友谊,衷心的,雪人性格","
          英语        ",92分钟,"
        怪兽电力公司,Monsters, Inc. ",(2001)
"凯特·布兰切特,布拉德·皮特,朱莉娅·奥蒙德,芳妮,伊莱亚斯·科泰斯",美国,大卫·芬奇,"
                   剧情        / 奇幻片        / 爱情        ",7.8,"Tells the story of Benjamin Button, a man who starts aging backwards with consequences.","过早老化,畸形婴儿,反向老化,医疗条件","
          英语        ",166分钟,"
        本杰明·巴顿奇事,The Curious Case of Benjamin Button ",(2008)
"马特·达蒙,弗朗卡·波滕特,克里斯·库珀,克莱夫·欧文,布莱恩·考克斯",美国,道格·里曼,"
                   动作片        / 悬疑        / 惊悚片        ",7.9,"A man is picked up by a fishing boat, bullet-riddled and suffering from amnesia, before racing to elude assassins and attempting to regain his memory.","健忘症,刺客,秘密过去,钱,黑暗的过去","
          英语        ",119分钟,"
        The Bourne Identity ",(2002)
"普雷斯顿·福斯特,劳伊德·诺兰,威廉·本迪克斯,理查德·康特,安东尼·奎恩",美国,刘易斯·塞勒,"
                   剧情        / 战争        ",6.7,The story of a large U.S. Marines invasion task force bound for Guadalcanal in the Solomon Islands in 1942.,"瓜达尔卡纳尔,海洋,战地记者,岛,参考Gary Cooper","
          英语        ",93分钟,"
        孤岛浴血战,Guadalcanal Diary ",(1943)
"马克·哈米尔,哈里森·福特,凯丽·费雪,比利·迪,安东尼·丹尼尔斯",美国,理查德·马昆德,"
                   动作片        / 冒险        / 奇幻片        / 科幻        ",8.3,在一次大胆的营救行动中，汉·索洛从赫特人贾巴手中救出后，叛军派遣到恩多去摧毁第二颗死星。同时，卢克挣扎着帮助达斯·维达从黑暗的一面回来，而没有落入皇帝的陷阱。,"死亡之星,波巴·费特性格,穿比基尼的女人,比基尼","
          英语        ",134分钟,"
        星球大战3：绝地归来,Star Wars: Episode VI - Return of the Jedi ",(1983)
"西尔维奥·奥兰多,托马索·拉尼奥,雷纳托·卡朋特理,Marine Delterme,吉安卡罗·吉安尼尼",意大利,Emidio Greco,"
                   剧情        ",6.7,"In 1782, following a sea-storm, the Moroccan ambassador's ship is shipwrecked against the coasts of Sicily. As the diplomat does not speak a word of Italian, Fra Giuseppe Vela, a Maltese brother, is requested to watch over him and to serve as an interpreter for him. To tell the truth the monk knows …",基于小说,"
          意大利语        ",138分钟,"
        西西里的阿拉伯法典,Il consiglio d'Egitto ",(2003)
"吴年仁,金燕玲,尾形一成,李凯莉,张洋洋",中国台湾,杨德昌,"
                   剧情        / 爱情        ",8.1,Each member of a middle class Taipei family seeks to reconcile past and present relationships within their daily lives.,"看电视,爱,邻居,钱,照相机","
          普通话        ",173分钟,"
        一一,Yi yi ",(2000)
"连姆·尼森,玛姬·格蕾斯,利兰·奥瑟,强·格瑞斯,大卫·沃肖夫斯基",法国,皮埃尔·莫瑞尔,"
                   动作片        / 惊悚片        ",7.8,"A retired CIA agent travels across Europe and relies on his old skills to save his estranged daughter, who has been kidnapped while on a trip to Paris.","中央情报局,法国,救援,处于危险中的妇女,青少年诱拐","
          英语        ",93分钟,"
        飓风营救,Taken ",(2008)
"马克·哈米尔,凯丽·费雪,亚当·德赖弗,黛西·雷德利,约翰·博耶加",美国,莱恩·约翰逊,"
                   动作片        / 冒险        / 奇幻片        / 科幻        ",7,"Rey develops her newly discovered abilities with the guidance of Luke Skywalker, who is unsettled by the strength of her powers. Meanwhile, the Resistance prepares for battle with the First Order.","俏皮幽默,一班轮,破坏,亚洲的,chubby","
          英语        ",152分钟,"
        Star Wars: Episode VIII - The Last Jedi ",(2017)
"姚正箐,吴雪雯,李华月,张国柱,林威",中国香港,Wing-Chiu Chan,"
                  ",5.3,"Jean meets former school friend Ivy by chance at a disco. Ivy says she was kicked out of school for flirting, and proves this by making a concerted pass at Stephen, Jean's businessman father much to the disgust of his live-in girlfriend Judy. The affair starts off with a spark but slowly fizzles and…",床上做爱,"
          粤语        ",85分钟,"
        Na ge shao nu bu duo qing zhi tuo de yi huo ",(1993)
"莱昂纳多·迪卡普里奥,杰曼·翰苏,詹妮弗·康纳利,Kagiso Kuypers,阿诺德·沃斯洛",美国,爱德华·兹威克,"
                   冒险        / 剧情        / 惊悚片        ",8,"A fisherman, a smuggler, and a syndicate of businessmen match wits over the possession of a priceless diamond.","内战,钻石,反叛,塞拉利昂,记者","
          英语        ",143分钟,"
        血钻,Blood Diamond ",(2006)
Mikhail Mestetskiy,俄罗斯,Dmitriy Dyachenko,"
                   喜剧         ",4.2,"About superpowers everyone dreams. The average Russian family suddenly acquires extraordinary strength and become invulnerable. Grandfather becomes immortal father can teleport son speaks with animals, and daughter bend iron fly and disappear. The reason for the sudden change in the family becomes t…",,"
          俄语        ",95分钟,"
        SuperBobrovy ",(2016)
"László Gálffi,Dávid Szabó,Éva Kerekes,Tamás Végvári,László Sinkó",匈牙利,Károly Esztergályos,"
                   剧情        / 爱情        ",5.7,"A married, middle-age writer falls in love with a teen boy.","丈夫和妻子和同一个人发生性关系,女服务员,卵裂","
          匈牙利语        ",94分钟,"
        Férfiakt ",(2006)
"Matjaz Latin,Natalya Danilova,Primoz Petkovsek,Zoran More,Roberto Magnifico",斯洛文尼亚,戴米恩·科佐勒,"
                   喜剧         ",5.2,"As Western influences make their way through Eastern Europe, three losers decide to bring to Slovenia the most American of innovations, the pornographic movie, Charly and his two mates who decide to make the first porno movie made in Slovenia. Charly is the best choice to direct as he's been a viewe…","花,丁字","
          斯洛文尼亚语        ",80分钟,"
        Porno Film ",(2000)
"本·阿弗莱克,布莱恩·科兰斯顿,艾伦·阿金,约翰·古德曼,维克多·加博",美国,本·阿弗莱克,"
                   传记        / 剧情        / 惊悚片        ",7.7,"Acting under the cover of a Hollywood producer scouting a location for a science fiction film, a CIA agent launches a dangerous operation to rescue six Americans in Tehran during the U.S. hostage crisis in Iran in 1979.","中央情报局,伊朗,人质,美国大使馆,逃跑","
          英语        ",130分钟,"
        逃离德黑兰,Argo ",(2012)
哈桑·克拉卡达,土耳其,哈桑·克拉卡达,"
                   恐怖        ",5.9,Turkish director Hasan Karacadag is something of an unusual case. In a nation that appears uncertain how to feel about its own history with exploitation film and generally reluctant to embrace genre film - though there are obvious exceptions - Karacadag has jumped headlong into the horror pool. The …,发现的镜头,"
          土耳其语        ",119分钟,"
        Dabbe: Bir Cin Vakasi ",(2012)
"真咲乱,Seiichirô Fukuyama,Nobutaka Masutomi,水野,名和宏",日本,Masahito Segawa,"
                   恐怖        ",5.3,A teacher is assaulted by children at her new job in the country. Then the torture begins.,"裸胸,抽雪茄,折磨,老师","
          日语        ",67分钟,"
        Dan Oniroku: Bikyoshi jigokuzeme ",(1985)
"克莱奥·摩尔,雨果·哈斯,Ken Carlton,休斯凯思琳,Anthony Jochim",美国,雨果·哈斯,"
                   犯罪        / 剧情        ",5.8,"Suspicious Raphael Vojnar, a Moravian village judge, makes his young wife Barbara witness the public humiliation of an unfaithful wife who is bound with ropes to a wooden half-cross. He tells Barbara that if he ever catches her with another man he will kill her. This is a certain indicator that the …","心理电影,谋杀,女佣,夫妻关系,外遇","
          英语        ",77分钟,"
        邻人之妻,Thy Neighbor's Wife ",(1953)
"Renato Pozzetto,埃奇奥·格雷乔,尼诺·弗拉西卡,乔治·法莱蒂,莱奥纳多·皮耶拉乔尼",意大利,恩里科·奥尔多尼,"
                   喜剧         ",4.7,"7 episodes which tell about Italy during the nineties. Two newly elected MPs from different parties have an affair, two newly weds' temptations during their first night on their honeymoon, the very unlikely erotic adventures of two girls and a husband who leaves his wife in the hands of a masseur th…","庸俗,选集,综合电影,波特曼托电影,意大利喜剧","
          意大利语        ",104分钟,"
        Miracolo italiano ",(1994)
"山姆·尼尔,劳拉·邓恩,杰夫·高布伦,理查德·阿滕伯勒,鲍勃·佩克",美国,史蒂文·斯皮尔伯格,"
                   动作片        / 冒险        / 科幻        / 惊悚片        ",8.1,A pragmatic paleontologist visiting an almost complete theme park is tasked with protecting a couple of kids after a power failure causes the park's cloned dinosaurs to run loose.,"恐龙,霸王龙,国家电影登记处,主题公园,混沌理论","
          英语        ",127分钟,"
        侏罗纪公园,Jurassic Park ",(1993)
"Susanna Hoffs,Dedee Pfeiffer,琼·库萨克,约翰·特莱斯基,James Shanta",美国,Tamar Simon Hoffs,"
                   喜剧         / 爱情        ",4.2,"Molly, Val and Gina are graduating college, but on their final night, frustrations are aired. Molly is still looking for real love and Val is beginning to doubt if that is what she's found. Gina is too busy videotaping everything to really notice. When the final party at Pacifica College kicks off, …","内裤,照镜子,打破第四堵墙","
          英语        ",108分钟,"
        月光舞会,The Allnighter ",(1987)
